-4.210829734802246094e-01,-4.159187972545623779e-01
-9.400814026594161987e-02,-1.123007293790578842e-02
-3.202437758445739746e-01,1.247250884771347046e-01
-4.203548431396484375e-01,-3.623478114604949951e-01
-1.185190677642822266e+00,-1.153263449668884277e+00
1.039882004261016846e-01,1.288028955459594727e-01
1.503333896398544312e-01,-2.672920823097229004e-01
3.557916283607482910e-01,8.967564254999160767e-02
-3.363048136234283447e-01,-3.318128883838653564e-01
-6.380917131900787354e-02,-5.985896587371826172e-01
-9.438510984182357788e-02,-7.476891875267028809e-01
3.309707343578338623e-01,6.181433796882629395e-01
-1.434280037879943848e+00,-8.739840984344482422e-01
5.280614644289016724e-02,6.741529703140258789e-02
-7.127669453620910645e-01,-4.622254371643066406e-01
1.770563274621963501e-01,8.470543026924133301e-01
-7.005352377891540527e-01,-7.375698089599609375e-01
3.270865380764007568e-01,3.537063002586364746e-01
-8.528419733047485352e-01,-3.296381831169128418e-01
-1.163056254386901855e+00,-1.184290885925292969e+00
-8.207268714904785156e-01,-7.668355703353881836e-01
4.979287087917327881e-01,5.649146437644958496e-01
1.002336859703063965e+00,1.011876583099365234e+00
3.905076980590820312e-01,3.759702146053314209e-01
-2.340486943721771240e-01,1.418122500181198120e-01
1.569193363189697266e+00,1.492888212203979492e+00
5.795931816101074219e-01,5.680141448974609375e-01
-4.327934086322784424e-01,-5.243174433708190918e-01
-2.858942151069641113e-01,-2.853276431560516357e-01
6.316537261009216309e-01,6.510851383209228516e-01
2.103786915540695190e-01,1.639951318502426147e-01
-7.322757840156555176e-01,-8.319675326347351074e-01
4.542286098003387451e-01,4.222784042358398438e-01
1.355328112840652466e-01,-3.309927582740783691e-01
-1.582634925842285156e+00,-1.153545737266540527e+00
-3.811230510473251343e-02,-5.496587604284286499e-02
7.089049220085144043e-01,7.372047305107116699e-01
-3.319746255874633789e-01,-2.712096273899078369e-01
5.957353115081787109e-01,1.170419808477163315e-02
8.747131228446960449e-01,1.484340548515319824e+00
-5.982271432876586914e-01,-5.649678707122802734e-01
9.886794686317443848e-01,9.579573869705200195e-01
-5.894094705581665039e-02,-5.221891403198242188e-01
3.992557823657989502e-01,3.687064945697784424e-01
9.701861143112182617e-01,4.964792132377624512e-01
-3.751450777053833008e-01,-7.387162446975708008e-01
5.319824814796447754e-01,-1.432787626981735229e-01
3.133769929409027100e-01,2.755634784698486328e-01
1.728918105363845825e-01,1.799927502870559692e-01
-9.097540974617004395e-01,-9.174035787582397461e-01
