"","tSNE1","tSNE2"
"1",8.25025805039506,1.37459707747366
"2",6.58154312911494,5.07565533943583
"3",-18.5967271721774,21.0006345761064
"4",1.51653765878106,-16.3190560887333
"5",1.67636652680444,-12.6268587165581
"6",-27.1064567112276,12.0037367178341
"7",-13.7717874479561,8.36968964891153
"8",0.371829814930569,-21.6603609956236
"9",-13.7651424734467,8.21538473496474
"10",-5.25177257203641,5.96036690210872
"11",-15.8961755091246,-5.12944508002089
"12",2.09984817838303,14.5651058834148
"13",-9.24561254036278,6.18497736938467
"14",5.88418825345877,-26.0633244375743
"15",17.5928228802229,19.2536932268663
"16",14.4179444977584,33.0532918795329
"17",28.552158944491,11.1045046175469
"18",-10.6179534742329,11.4034360452207
"19",-19.0227784740244,19.9029205060436
"20",19.4666064768755,15.5714821920607
"21",18.5376552389122,1.48395261493333
"22",-16.5874884468124,-11.9157104034429
"23",-28.4180274799138,-2.02003479023163
"24",5.78076049623362,-14.4159928102051
"25",17.7604312687314,30.6967589877095
"26",15.1643235857119,7.97475472528949
"27",4.06429336790185,-12.2998306139713
"28",-22.3536583513735,19.42081169139
"29",11.4542394484941,21.388477956059
"30",-13.8641756773793,4.4579625668401
"31",-10.9597014022424,6.68125462915531
"32",29.4101136422267,11.8208508573922
"33",12.7105288790456,-9.23607654801734
"34",18.2643945545906,-0.331211894411939
"35",10.889659262638,-2.64992202913255
"36",22.8601650611442,-2.58636569707389
"37",-13.0863116226524,-9.12158607398664
"38",-10.0456056938745,-33.570926213222
"39",14.5708708219429,9.32103847756208
"40",5.13146605536407,15.5130072879646
"41",-1.27602598733122,1.97593966321775
"42",4.07716156861219,9.61243970582094
"43",7.35578169913281,6.7789430432207
"44",1.56661201682475,-23.7761952432565
"45",0.109005177311278,-9.7045833422639
"46",-18.4175374890261,21.3387233076745
"47",15.4263927407291,3.54642256471537
"48",-15.5435693542423,20.6257182490697
"49",-10.5706351641409,9.78685628269893
"50",15.0459733299003,19.9689560694885
"51",-21.9616255637907,9.42405733070511
"52",-21.2822516511363,18.4394969963636
"53",14.1174553550309,18.2626448672187
"54",4.8010894966083,-1.25630652149008
"55",14.52271247771,14.7922592435441
"56",-23.6844193967921,-14.078312353056
