-1.863583326339721680e+00,2.028606414794921875e+00
2.489700913429260254e-01,-2.304438799619674683e-01
1.300417929887771606e-01,-9.847365021705627441e-01
-5.045537352561950684e-01,6.461170315742492676e-01
1.106247901916503906e+00,5.555488467216491699e-01
-4.692187905311584473e-01,2.128591239452362061e-01
1.872494518756866455e-01,-1.823131889104843140e-01
-1.343772053718566895e+00,-2.421872168779373169e-01
-1.028949856758117676e+00,1.187121048569679260e-01
-1.444612741470336914e+00,1.218062862753868103e-01
-2.026603937149047852e+00,3.064680099487304688e-01
-2.294072955846786499e-01,1.961330771446228027e+00
3.717669546604156494e-01,-7.359192371368408203e-01
3.129491209983825684e-01,-4.309707283973693848e-01
2.437268257141113281e+00,-1.037477254867553711e+00
-7.363189458847045898e-01,-5.632202625274658203e-01
6.480050086975097656e-01,2.741581499576568604e-01
-1.494024276733398438e+00,2.672863900661468506e-01
1.065092325210571289e+00,-1.077802896499633789e+00
1.406820297241210938e+00,-1.397609949111938477e+00
4.597127139568328857e-01,1.466782242059707642e-01
1.355967640876770020e+00,6.053331866860389709e-02
-2.788942158222198486e-01,-5.967344045639038086e-01
-3.374819159507751465e-01,-7.283653616905212402e-01
9.877863526344299316e-01,-9.932626783847808838e-02
5.861251354217529297e-01,1.929289996623992920e-01
-1.176569700241088867e+00,-4.231725335121154785e-01
-2.252659797668457031e+00,9.807316064834594727e-01
1.453380107879638672e+00,-4.305245876312255859e-01
-8.652338385581970215e-01,7.354186177253723145e-01
-1.243085980415344238e+00,-5.732041001319885254e-01
7.926636338233947754e-01,4.570673704147338867e-01
5.868999361991882324e-01,1.903732307255268097e-02
1.036355853080749512e+00,-2.087952613830566406e+00
9.170955419540405273e-01,-5.615425109863281250e-01
5.559135079383850098e-01,-1.792515754699707031e+00
-1.980025917291641235e-01,1.642961621284484863e+00
1.191750049591064453e+00,5.166042968630790710e-02
-2.287120074033737183e-01,-2.657065093517303467e-01
1.206537723541259766e+00,-1.729537248611450195e-01
-8.943489193916320801e-01,8.872811198234558105e-01
1.323990616947412491e-02,6.061636209487915039e-01
-1.189654827117919922e+00,-2.365001142024993896e-01
-1.196550369262695312e+00,1.822879314422607422e+00
-2.086031734943389893e-01,-2.386531829833984375e+00
6.078666448593139648e-01,-2.054589509963989258e+00
1.773897051811218262e+00,-5.259194374084472656e-01
-4.866532981395721436e-01,5.517798289656639099e-02
-1.082200929522514343e-01,-3.786996603012084961e-01
-4.665888249874114990e-01,3.001624047756195068e-01
