5.612930059432983398e-01,5.315722227096557617e-01,5.866904854774475098e-01
-2.169540077447891235e-01,-1.961743086576461792e-01,-6.827717274427413940e-02
-7.147292494773864746e-01,-6.831259131431579590e-01,-6.903337240219116211e-01
5.179486870765686035e-01,7.163086533546447754e-01,5.544178485870361328e-01
-5.448321104049682617e-01,-5.766135454177856445e-01,-4.939384162425994873e-01
-3.393439054489135742e-01,-7.296118736267089844e-01,-8.407958149909973145e-01
-2.819759547710418701e-01,-4.178694486618041992e-01,-3.379335403442382812e-01
-4.407951533794403076e-01,-4.164848625659942627e-01,-4.400070309638977051e-01
4.529325664043426514e-02,-4.005850106477737427e-02,-2.156591974198818207e-02
-7.645309567451477051e-01,-7.703943848609924316e-01,-7.230388522148132324e-01
4.269645512104034424e-01,4.655227661132812500e-01,4.749279916286468506e-01
-8.024424910545349121e-01,-8.040427565574645996e-01,-7.711578011512756348e-01
2.509061098098754883e-01,4.047984182834625244e-01,2.523778378963470459e-01
-9.178107976913452148e-01,-9.119241237640380859e-01,-9.960791468620300293e-01
-1.666087955236434937e-01,-2.489234507083892822e-01,-1.640935391187667847e-01
5.801954865455627441e-01,6.230289340019226074e-01,6.173691153526306152e-01
2.662808895111083984e-01,2.599278092384338379e-01,2.799141407012939453e-01
-3.091447651386260986e-01,-2.669569849967956543e-01,-2.450863122940063477e-01
-1.249479800462722778e-01,-4.868334531784057617e-02,-5.409903824329376221e-02
-5.595689415931701660e-01,-5.233597755432128906e-01,-5.666102766990661621e-01
1.114129066467285156e+00,1.190234780311584473e+00,1.110371351242065430e+00
-4.558008611202239990e-01,-5.335125327110290527e-01,-5.162603259086608887e-01
1.100534796714782715e-01,-1.695981249213218689e-02,-7.811710983514785767e-02
6.046428158879280090e-02,9.678504616022109985e-02,1.261078566312789917e-01
3.632639050483703613e-01,4.422420263290405273e-01,4.541025757789611816e-01
8.544560670852661133e-01,8.620593547821044922e-01,8.808137774467468262e-01
1.620806902647018433e-01,1.769980639219284058e-01,1.933105438947677612e-01
-1.030006289482116699e+00,-9.866347312927246094e-01,-1.042585372924804688e+00
2.485309541225433350e-01,2.717423141002655029e-01,3.044383227825164795e-01
-2.183964103460311890e-01,-1.148168668150901794e-01,-3.012234270572662354e-01
-3.279376402497291565e-02,-2.360855787992477417e-02,-4.592729965224862099e-04
1.025001049041748047e+00,9.937604069709777832e-01,1.011144995689392090e+00
2.130873054265975952e-01,2.807694375514984131e-01,2.508883774280548096e-01
5.112365484237670898e-01,5.133212208747863770e-01,5.308899879455566406e-01
-6.422733068466186523e-01,-6.686461567878723145e-01,-6.670925617218017578e-01
7.180413007736206055e-01,5.089362859725952148e-01,6.900201439857482910e-01
-5.797084569931030273e-01,-5.952335596084594727e-01,-5.967694520950317383e-01
3.053839802742004395e-01,1.468509137630462646e-01,4.289928376674652100e-01
-9.117787331342697144e-02,3.094066493213176727e-02,9.867470711469650269e-02
2.918026447296142578e-01,3.408280909061431885e-01,2.879088222980499268e-01
1.619870215654373169e-01,1.467631757259368896e-02,8.033055067062377930e-02
-7.821761071681976318e-03,1.635809391736984253e-01,7.405336201190948486e-02
9.101377725601196289e-01,1.015503048896789551e+00,9.736672043800354004e-01
1.094777286052703857e-01,1.304222941398620605e-01,1.787370592355728149e-01
-8.002516627311706543e-01,-8.081043362617492676e-01,-8.558332920074462891e-01
1.384148597717285156e+00,1.280152916908264160e+00,1.407628774642944336e+00
2.655681371688842773e-01,3.161576688289642334e-01,2.643207311630249023e-01
1.920731179416179657e-02,-1.986307650804519653e-02,3.890271764248609543e-04
5.578870773315429688e-01,5.130349397659301758e-01,4.884415864944458008e-01
6.392119526863098145e-01,6.279129385948181152e-01,6.312250494956970215e-01
