"A2M","AGT","AHCYL1","AKAP12","ALDH1L1","ALDOC","ANXA1","APOD","AQP4","ARL4A","ARSJ","ATP1A2","ATP13A4","BCAN","BCAT1","BEX1","C1S","C3","C8orf4","C21orf62","CA2","CAND1","CAV1","CCDC80","CDO1","CFI","CHI3L1","CHI3L2","CHL1","COL1A2","CPNE8","CRISPLD1","CXCR7","DDIT3","DDX3Y","DGKG","DIRAS3","DSCAM","DUSP6","EDNRB","EFEMP1","EGFR","ELOVL2","EMP1","ETV1","FABP5","FBXO32","FKBP5","GBP1","GRIA2","ID2","IFI16","IGFBP3","IGFBP5","IL1RAP","KLHL4","LANCL2","LHFPL3","LPL","LRRN3","MAOB","MEG3","METTL7B","MLLT11","MTHFD2","NDP","NLGN3","NTRK2","PDZD2","PEG10","PFN2","PHGDH","PHYHIPL","PIK3R3","PLAT","PLS3","POSTN","PSAT1","RAB3IP","RCAN1","RFTN2","RGS2","RGS16","RHOJ","RND3","RPS4Y1","SCG2","SCG3","SCG5","SERPINA3","SERPINE1","SLC1A2","SLC4A4","SLC20A1","SLC38A1","SNRPN","SOD2","SPP1","SPRY2","TFRC","TRIB2","TRIM22","TSPAN7","VEGFA","ZEB1","ZNF577"
0.308735809226112,0.798467588396891,0.292914912987118,0.282002186540198,0.697477399319778,0.802983509461117,0.277904577960642,0.393008429031428,0.818760346116783,0.185572762166063,0.368026942019406,0.454198182189656,0.636715982712571,0.81142572518794,0.247626852979317,0.464817175650302,0.326612691510666,0.409125090879261,0.273003589129326,0.752781342278178,0.30792610005704,0.339588090570356,0.359271227269072,0.302903408607615,0.854971063669841,0.423096975913837,0.151486567794278,0.401222786573481,0.781006809479727,0.394442678151522,0.389670442899397,0.330676558950419,0.331057289849262,0.331761414660723,0.356100702545587,0.306471253581645,0.388645647260119,0.334630574303747,0.280775502660463,0.93396275432508,0.248019218273728,0.710726988373082,0.696817305196736,0.297113031495651,0.12996857346227,0.320576650150767,0.331400215514582,0.342523515178406,0.354477298793411,0.1741300184196,0.700394463323647,0.337886268665109,0.394323996833417,0.397623198594739,0.280294578634898,0.289648038159897,0.827083627544263,0.351569358014592,0.307833533760918,0.703089837849572,0.363979074957693,0.78567262236703,0.231116608412834,0.32431391859092,0.367700970044828,0.356976653925629,0.280819212598935,0.332389565981992,0.320843633194652,0.737701501560809,0.250180269610277,0.338187715879489,0.715406093138153,0.358922575038389,0.384586874097118,0.368614385950673,0.518755544245239,0.818540775178527,0.336771150882751,0.260757548800236,0.264068856486961,0.361654933020027,0.370099557003241,0.799651549919013,0.443064405681181,0.406082849795173,0.778927511602228,0.613694976558043,0.683344124152261,0.72161969958473,0.417261066400587,0.465626356157668,0.350271795743853,0.27753888864423,0.540042464394511,0.618298922702273,0.243256707940654,0.240190091724848,0.793294947170082,0.69308226796997,0.628819674237622,0.334324255747536,0.662904837110478,0.338726575789,0.655267362163475,0.807246373457196
0.370640867323903,0.646084635975306,0.672532845600319,0.518455147709468,0.853534805811859,0.427168415507803,0.344935174298547,0.794252479367614,0.277351668142063,0.815129879741802,0.420075145364461,0.55801537298614,0.353745370976648,0.471485632540895,0.792823430451965,0.778109028199366,0.385545807198031,0.45434093220266,0.34084895038703,0.367145749410044,0.369965768260854,0.396364110957551,0.558592010595888,0.365778074183757,0.781526396208097,0.361981015197443,0.239533527045739,0.447752346527043,0.291174279819408,0.442099397273319,0.438120522301392,0.388934076969113,0.389251513257228,0.389838580834876,0.410131583648708,0.368752782747122,0.939078450499238,0.499192271184681,0.347328822103174,0.390318706510344,0.320018106425085,0.400869793913532,0.301569497768977,0.641200269532472,0.221592791819916,0.380513227572848,0.38953742924311,0.620294066598752,0.51573957687957,0.365374131291964,0.283836048903793,0.394945208445893,0.87402654564646,0.340742126152672,0.692637621406486,0.354726342881413,0.795108499199117,0.841006853185544,0.759284820653915,0.455480141088831,0.416700215988469,0.430112086828717,0.779262911232138,0.279620147874803,0.526764878818706,0.410861912485939,0.347365265482643,0.3903623051357,0.380735826018884,0.430076475672522,0.321819893768284,0.502158055736275,0.389838973563805,0.412484333930787,0.976064633828048,0.316555883753279,0.928270197875743,0.293208629430938,0.652751571460804,0.818436645848791,0.333399572430286,0.414762451042186,0.421803198456973,0.764827425969969,0.485590473644729,0.739348362450706,0.774623946884482,0.331520157512609,0.305009981059153,0.408139473174043,0.492321584858897,0.291731027544325,0.405271703495735,0.836568942598198,0.738261260798591,0.284325381149233,0.316047339652978,0.644520335029097,0.51148750826364,0.746739985620769,0.648567393018474,0.391975362388722,0.20095412076052,0.583460094278274,0.29424265942085,0.460824069452305
0.336533449252961,0.817939019680302,0.624358684990312,0.311090805718177,0.590681200553822,0.331760814348073,0.307191072574653,0.416736504807373,0.23004626683344,0.741467878667824,0.445757804543402,0.439772227143702,0.770266858124949,0.729536841344642,0.278375473102982,0.808248585689039,0.353547048525418,0.4320748855118,0.355323173784169,0.825093206577662,0.335762841318616,0.365895859491887,0.3846284883075,0.806539817969718,0.344639964001322,0.326648454406784,0.186877847284231,0.424554187179311,0.739032220428159,0.418101493366213,0.413559711587872,0.357414669904571,0.357777015130123,0.3584471374249,0.381611069706751,0.804196664235181,0.41258440380963,0.575620663933505,0.840907210713372,0.917120986465648,0.278748890893695,0.71633977505919,0.689792988616125,0.32547194089869,0.673623359270917,0.347802490427722,0.410899799803204,0.249965923799526,0.380066060881539,0.744216557208944,0.237448017980495,0.921613711949379,0.417988543224503,0.863515176909239,0.70271164444131,0.318367435584819,0.649229585466135,0.879069331901252,0.941393785109782,0.311281490022077,0.389108991827913,0.659740366374694,0.262662515973589,0.232635677153539,0.445447573908035,0.382444720984697,0.362761377190815,0.359044955024883,0.348056580735466,0.439900990211324,0.730393465714074,0.364563109550232,0.790303853265155,0.384296672656209,0.40872163070222,0.274796854211388,0.962895078959572,0.458021093910337,0.689138221669178,0.343668500473851,0.534447465794107,0.38689708379214,0.394933912931029,0.787867896704826,0.345651647645688,0.73533391400242,0.259259774568208,0.607339838519844,0.261617508079465,0.379337127670847,0.361778948591722,0.302232509746286,0.771890274460236,0.306843042566477,0.907709856435567,0.29080299699685,0.274216364413512,0.271297836529977,0.375212435751643,0.205908397733432,0.723852808006468,0.802455291742281,0.142840463420283,0.801481855760532,0.596468454511619,0.317381444618501
0.262516737686994,0.113043019221739,0.526506468071071,0.233277737013842,0.268091828521559,0.251277582102049,0.228796115445992,0.910688348666876,0.140140350414592,0.77491231075392,0.327364420024056,0.285172677661785,0.750879382039651,0.832480756644851,0.734434935031893,0.851877274061836,0.282068976427438,0.372314138073745,0.691791270201165,0.257931856402341,0.261631145516501,0.296260382743671,0.317788151499334,0.256137745673308,0.768500726142172,0.251156779333361,0.0905306686795711,0.363671258519756,0.507842146798187,0.35625574297056,0.351036271169501,0.747002904941167,0.286930106373831,0.287700219204335,0.314320496718185,0.260039956115305,0.438163908009423,0.847334521395969,0.866677610291456,0.288330046088002,0.196110008431267,0.710210001940491,0.722534579762714,0.249804715456504,0.691797809469509,0.51082217720157,0.287305169786558,0.648957981520375,0.312544953464645,0.534324705570879,0.632882057997359,0.29439907227267,0.356125939270526,0.463559773175354,0.698400229513275,0.241640130067777,0.897485973240717,0.931953046183777,0.707813027423392,0.742540883967693,0.322937201568377,0.756838725755889,0.177623347386219,0.811253047278666,0.714257155699779,0.315278539078983,0.286903812394816,0.288387238585181,0.781760705562015,0.650757938654064,0.198473585647361,0.833331219654958,0.79843648904456,0.317406824848344,0.345476288769129,0.246488192331589,0.709045064570073,0.639898756615018,0.640987713272655,0.210042129012727,0.753021633263989,0.320395249492584,0.329631272953775,0.239075736800413,0.272995484071126,0.392055860940139,0.173712874871582,0.614347877261564,0.231342324789545,0.311707254402086,0.361871227865998,0.72725013583429,0.307945325949076,0.793684642183512,0.328526722425599,0.570111592686499,0.337330800488236,0.187547164587679,0.758802662687632,0.112400812661816,0.666449138790952,0.290503240446271,0.60051545091342,0.295318129927136,0.50186725538633,0.240507017052674
0.306839015862756,0.221307623927988,0.781814789787664,0.282084610891864,0.311559014942446,0.729562454187087,0.27829036783763,0.384872531302397,0.587488882523135,0.668788127865049,0.361740543036679,0.326020051473429,0.527643466807718,0.793232032053417,0.25025424738397,0.735099689872424,0.3233923872067,0.399795999731925,0.27375222260705,0.302957350776713,0.306089253329061,0.33540715552883,0.353633055649511,0.301438415706204,0.314726244589956,0.384734335414756,0.161231686489464,0.392478740739879,0.306096635815612,0.386200596112956,0.381781672219424,0.787966026784539,0.327507930711566,0.328159925801709,0.350697260007541,0.304742116083745,0.380832747093745,0.330816667858855,0.368461663663136,0.899842432053112,0.250617564002465,0.667970586539097,0.230128607157108,0.296076727855373,0.267566418894223,0.317803222805022,0.70260976012728,0.222613193201184,0.349194044585346,0.68313196242755,0.210433904142319,0.783165236462018,0.386090701339421,0.721117150325981,0.164991361913889,0.289164403614498,0.651634956841033,0.346501392545029,0.306003540157756,0.567864363367296,0.357992358898255,0.679936045967808,0.322479254481347,0.332011386870989,0.361438704323586,0.351508360525085,0.280989218159047,0.637566944315181,0.318050439819579,0.254056919848682,0.745943686228202,0.334110457261783,0.553646249183204,0.353310215807948,0.377074464284777,0.246772432251125,0.316182970670026,0.308355977003665,0.217286703896396,0.262412815106701,0.574304343161148,0.355840284283798,0.363659712438499,0.286993329775329,0.315710561593054,0.73842899213719,0.687288558794203,0.350904618976648,0.750302247882561,0.348484829449366,0.38017993831611,0.30671495778895,0.345299895003817,0.27795175224713,0.362724574764304,0.388989508647792,0.246207645045799,0.24336806506862,0.780629113789743,0.179747449287244,0.704115249020862,0.680239948777656,0.565869106290233,0.635561033349105,0.221991447465231,0.61061892706728
0.31349736902756,0.645089455174553,0.298770776261738,0.288612863845089,0.318242174717614,0.745054831211436,0.28479867961979,0.677503273818509,0.615586063488872,0.658651080750993,0.368687438798638,0.653501423790984,0.294634675787518,0.867644368782703,0.256615211443284,0.828424594745644,0.330137738912439,0.40694290122917,0.314464421657941,0.384755967679047,0.312743666012791,0.342215652517302,0.360537341386075,0.342296123388154,0.321426050180192,0.303829222510391,0.167124780122433,0.399587185366754,0.704914217541695,0.393276045079251,0.388833896917789,0.33392051581303,0.33427491222749,0.334930333968334,0.357586116262579,0.738912430959399,0.387879984584388,0.337601038902155,0.287471027524544,0.874778747849208,0.256980437522701,0.687374213587443,0.750173297344087,0.3026785183216,0.700220106375113,0.324519199881395,0.334594118329712,0.763884837536585,0.356075000483065,0.188202023227676,0.216585586860112,0.81249253850684,0.393165572738479,0.493595718519547,0.641388483701441,0.556945309717504,0.853510497226197,0.353368196836174,0.312657502364017,0.288799365084323,0.773907834183782,0.74029213596051,0.81125446600085,0.66944440452079,0.368384013730288,0.358401479631485,0.429921005156225,0.335515037171232,0.324767716179288,0.402847160362477,0.258992012751982,0.783976644211928,0.334930772423954,0.548134883597043,0.384101949598415,0.310617862657729,0.858128735768454,0.227049447034297,0.335045677040159,0.268837680206459,0.271919950584071,0.362756170416843,0.370616694661656,0.726257830116592,0.322415540397937,0.755338359147029,0.632007560574912,0.719384026434124,0.274452606048816,0.389589796089437,0.347179141098926,0.577509259040549,0.35216038465785,0.28445828438805,0.403904380362552,0.70519740495627,0.2525473416248,0.249692837840879,0.66623518401657,0.675257836385558,0.581926489490003,0.875470419626708,0.548086763105599,0.341413727193028,0.228203872456304,0.486006350622271
0.318802584081679,0.133884031791803,0.303147733837353,0.292349540378329,0.323846467870509,0.258947298285178,0.321332189595491,0.402190732440653,0.79149098475545,0.739144226085998,0.888986273929575,0.81586500750247,0.298750923621369,0.645894927979188,0.655376160653713,0.734234491050667,0.336491842058755,0.418138244127405,0.782993059247445,0.314654560476037,0.318001373101479,0.349331059639814,0.36880761474151,0.3130313966048,0.3272310317242,0.373260358357479,0.163203729979995,0.410318877346707,0.224491236381111,0.403609928600525,0.398887779673301,0.340513057748503,0.340889792739666,0.843719531123873,0.365670365815008,0.316561795762956,0.397873739632738,0.344425574288972,0.291135730986984,0.342156343086409,0.258723235582901,0.606593659946133,0.26986558556008,0.307301791582643,0.687938842717996,0.330519151123278,0.8122382980046,0.261834466490217,0.36406400026893,0.672672269918237,0.21578218684063,0.347647098967379,0.403492492885528,0.609500128652365,0.775316007092345,0.299915146036098,0.957700318603584,0.361186579374178,0.317909778321918,0.857056091510578,0.406503303851435,0.262440862287121,0.275035276665658,0.661698610551097,0.883992735040153,0.366537123770355,0.291178982173935,0.342208086155343,0.618205253107645,0.776437774817226,0.293898857884208,0.801034625725854,0.341586993600729,0.424659597813636,0.888898255276059,0.758225703542648,0.9223608939416,0.768754059451985,0.749515532037718,0.755144113384406,0.808935712208598,0.371166302643511,0.379522297261631,0.787775023202722,0.77398634868679,0.678569238832898,0.734379560402806,0.540987437859779,0.664736126006993,0.363306119034895,0.290157538524352,0.519566694367625,0.359902635486029,0.287933086398624,0.378522990762718,0.610918290630113,0.254010709508205,0.250976278532232,0.822244790271451,0.294394502335159,0.520291014378942,0.34412247065615,0.689518288007518,0.348478586765859,0.666444002534375,0.784387924729345
0.271637314302036,0.611772479597585,0.256716650083897,0.246424873653586,0.619886926337214,0.715245385161633,0.242560424965639,0.351114699394723,0.759646648350189,0.591846036829644,0.327554695350358,0.714823389862526,0.252526042838238,0.828817747618485,0.653490878588097,0.257612074425062,0.288496975967574,0.366314299728116,0.666465847931823,0.267683825995042,0.27087367876309,0.30073405593709,0.319297193511901,0.705622117702996,0.27967048199074,0.261841758052988,0.123335783559516,0.358861648037912,0.600180396996284,0.352467337652556,0.347966649531525,0.292329603435677,0.718817357835998,0.471458452409697,0.316307076259388,0.642942395257884,0.347000166255552,0.296058629560945,0.810164192736468,0.794999575588658,0.214375585738409,0.362947285405106,0.735744088554638,0.260675889539585,0.559742227615314,0.582256418717831,0.29301208288817,0.646492682697657,0.314776046543324,0.456397588474636,0.173448399629401,0.299129070174989,0.352355409474174,0.237817475736472,0.49549458057951,0.253635665188775,0.69153516682829,0.490139294959347,0.883776456737389,0.722474057065218,0.323737157815498,0.217918862031464,0.78716353463475,0.57053266407368,0.327247271655536,0.833514534650586,0.755239186793664,0.293945137874138,0.283056185465709,0.510355013562034,0.216413670108834,0.299413364604161,0.293353173510944,0.318968380100553,0.34317234319244,0.210459306749674,0.414106992616501,0.184050155688475,0.687117520731576,0.667885275702835,0.676734637710451,0.321545262936513,0.329509375525244,0.715806009303941,0.280673012007078,0.599566856142941,0.195062805288716,0.623996013515377,0.19739920622662,0.314053708658656,0.414590135231373,0.182378772368916,0.746103162851252,0.66330192820555,0.328556934812712,0.529363536160833,0.209884069174381,0.206991947884238,0.515999950942812,0.275146977651542,0.193828058934471,0.731063061089892,0.608445260156146,0.299921562600594,0.707202257764332,0.579640763497979
0.390484447676275,0.667704564527634,0.376587482534966,0.367001819577662,0.48139015465807,0.783070240140116,0.595327216987859,0.900605088631033,0.292200678593552,0.811057650260478,0.442565366049676,0.408680042614684,0.372684390691169,0.836222696689742,0.336806765833552,0.824385561112377,0.406187376650135,0.478665693960937,0.359097514243092,0.386802206163053,0.389773204777819,0.417584876874088,0.434874407153636,0.38536130756708,0.39796646387288,0.381360959489518,0.252357808473036,0.47172436485957,0.676933881350275,0.465768764811955,0.461576866581725,0.657907494738136,0.410091480895907,0.780042422083873,0.753601086655795,0.38849527775971,0.460676693224863,0.413230229090308,0.452352510533583,0.411215810144907,0.337151416777261,0.9319670726478,0.483540587769316,0.380275080613536,0.758639731487048,0.400885359931052,0.410392704413527,0.397013993916917,0.430663453746838,0.781396403265937,0.712889103320427,0.41609000835737,0.465664515968166,0.358984970792466,0.255924327638698,0.460146083962549,0.974150052936865,0.938042490211617,0.389691895187576,0.829106129913653,0.439009747796228,0.860143323519154,0.408732483457347,0.834115894486738,0.442279034536005,0.432858869899216,0.838014505099658,0.816623396225396,0.809430196577292,0.340414073033005,0.339049669230151,0.416354797492378,0.832136074539005,0.434568153460858,0.457111495127951,0.791072375600366,0.399348349513842,0.61338890968845,0.674865398521128,0.348340677651688,0.351249307276673,0.436968237694443,0.444385936625869,0.458086550736047,0.39890021082184,0.801537528447283,0.319163676233857,0.79270530952752,0.799989388639909,0.429990675091899,0.451484159425618,0.737029973742385,0.513397570628705,0.811012404546762,0.8782926070753,0.65744974012974,0.332968060848238,0.33027436650823,0.426183735524964,0.644138135205828,0.676410838734384,0.412961161002541,0.79157057355101,0.416828128286374,0.396424190805161,0.496583455763634
0.320886738314363,0.453203593006215,0.306093534567453,0.716914219346707,0.325653005598903,0.588970590139985,0.292058239663695,0.399685184131436,0.660257114831828,0.391754658733776,0.639515981021275,0.34025579770849,0.30193872577999,0.270451155483132,0.661664500486959,0.306981309704346,0.688352053457557,0.414754941168803,0.287475608866568,0.316967022865952,0.320129626167689,0.349734919674498,0.368139480779243,0.315433198301227,0.797380556622367,0.311174861062255,0.173852080327375,0.407365954103876,0.578756098868768,0.401026267413751,0.715798015693079,0.625341128528928,0.604947800563441,0.342416648342507,0.365174906743068,0.318769283491403,0.395605799583852,0.345099433346624,0.680013145546824,0.342955101142582,0.757172080551134,0.56451885745463,0.429454921430665,0.310018952035102,0.153731850122359,0.595147961406691,0.738032858708878,0.235835284640847,0.724659724906823,0.381055211805612,0.795060325986438,0.64061709419776,0.5869458476654,0.287355807299926,0.749909800575935,0.690573058469434,0.713844825482732,0.501451401630358,0.705313543262136,0.296077020935456,0.372541516480326,0.773437170018095,0.591338005406777,0.404839097826884,0.562052197287218,0.365993958144557,0.294783545702035,0.343003996261302,0.812439100951456,0.267587241175937,0.550073710660853,0.348425510408988,0.482930581489854,0.367813476271824,0.391810675878105,0.607221137101257,0.871594359035258,0.234047797095636,0.230456581957598,0.41653853853842,0.465151810139372,0.370368345965757,0.378264424750588,0.700676214381405,0.32984524814958,0.569555380897602,0.519255814354497,0.277013525913685,0.247282812745844,0.362940788640351,0.2938183225419,0.732586769602169,0.634014077276743,0.291716304764178,0.911881569122941,0.39080491373539,0.738607674653598,0.256793607959646,0.358888333151457,0.590466553268265,0.243742172146295,0.658209025869329,0.414524796627324,0.892939349351225,0.485332047071935,0.777024136979798
