-2.266412973403930664e-01,9.219765067100524902e-01,8.847037553787231445e-01,8.895319104194641113e-01
-7.964150905609130859e-01,-7.363638281822204590e-01,-7.925093770027160645e-01,-7.902240753173828125e-01
7.180036306381225586e-01,7.337728142738342285e-01,7.617402672767639160e-01,-3.172732293605804443e-01
-8.251854777336120605e-01,-8.161141872406005859e-01,-8.129447102546691895e-01,-8.406149744987487793e-01
-3.636607527732849121e-01,-3.209399878978729248e-01,-3.474272191524505615e-01,-3.735744059085845947e-01
2.400893121957778931e-01,-2.501809597015380859e-01,-4.438305795192718506e-01,-5.522124767303466797e-01
5.663366317749023438e-01,9.594540297985076904e-02,-4.703305065631866455e-01,-2.887038886547088623e-01
1.759803295135498047e-01,1.991714835166931152e-01,1.363733261823654175e-01,1.051754504442214966e-01
-7.907739281654357910e-01,-8.145766854286193848e-01,-8.547798991203308105e-01,-8.978766202926635742e-01
1.651763468980789185e-01,2.459328919649124146e-01,2.256993204355239868e-01,1.217007517814636230e+00
-1.237091064453125000e+00,-1.156433701515197754e+00,-1.212986946105957031e+00,-1.226315021514892578e+00
6.119120717048645020e-01,6.238447427749633789e-01,5.973231792449951172e-01,5.977262258529663086e-01
6.100100874900817871e-01,-8.329651504755020142e-02,5.073994994163513184e-01,3.782201409339904785e-01
1.510507762432098389e-01,1.032102480530738831e-01,9.143115580081939697e-02,1.016621217131614685e-01
-8.555177450180053711e-01,-6.235353350639343262e-01,6.751487404108047485e-02,-7.726172804832458496e-01
7.818073034286499023e-01,8.162307739257812500e-01,8.312866687774658203e-01,8.010715842247009277e-01
-3.549408316612243652e-01,-2.953958809375762939e-01,-3.257022798061370850e-01,-3.261781036853790283e-01
1.749484986066818237e-01,2.031748443841934204e-01,1.734032332897186279e-01,1.663626581430435181e-01
1.712020784616470337e-01,1.376593559980392456e-01,1.151442155241966248e-01,1.245693936944007874e-01
9.412654042243957520e-01,7.505064010620117188e-01,1.149678453803062439e-01,1.018246173858642578e+00
-1.478114873170852661e-01,-1.037405207753181458e-01,-9.178081154823303223e-01,-1.075783133506774902e+00
8.305174112319946289e-02,1.392323821783065796e-01,1.781681925058364868e-01,1.040026396512985229e-01
-7.210449576377868652e-01,1.145183220505714417e-01,-7.300596237182617188e-01,1.608157753944396973e-01
1.001841783523559570e+00,1.006024360656738281e+00,1.072430610656738281e+00,1.058481216430664062e+00
-1.546785533428192139e-01,7.215042710304260254e-01,7.665908336639404297e-02,-9.813339263200759888e-02
-7.750388979911804199e-02,-5.672532320022583008e-02,-3.662823513150215149e-02,-4.318396747112274170e-02
-1.073236316442489624e-01,9.006696343421936035e-01,2.031902521848678589e-01,9.086421132087707520e-01
3.391761332750320435e-02,-1.262719631195068359e+00,3.858586074784398079e-03,2.299988269805908203e-02
-7.179742306470870972e-02,7.798589300364255905e-03,-1.920949816703796387e-01,1.024681925773620605e+00
-3.410119116306304932e-01,-5.352469682693481445e-01,7.046108245849609375e-01,8.981001973152160645e-01
2.154821753501892090e-01,-2.444871962070465088e-01,7.232493162155151367e-01,3.550588339567184448e-02
4.271823167800903320e-01,3.864542245864868164e-01,4.017444849014282227e-01,3.669829070568084717e-01
5.681746006011962891e-01,6.308569312095642090e-01,5.628433823585510254e-01,5.500818490982055664e-01
-1.835988461971282959e-01,-1.703011989593505859e-01,-1.940487623214721680e-01,-2.092503756284713745e-01
7.582162618637084961e-01,7.314054369926452637e-01,7.919912934303283691e-01,7.920533418655395508e-01
1.545644998550415039e-01,1.680981814861297607e-01,1.324869096279144287e-01,1.763391494750976562e-01
4.368144869804382324e-01,4.713706672191619873e-01,1.559227466583251953e+00,3.698932826519012451e-01
4.781911075115203857e-01,4.703733921051025391e-01,4.175770580768585205e-01,4.465378820896148682e-01
-1.393826007843017578e-01,-1.686061471700668335e-01,-1.391128897666931152e-01,-1.736905425786972046e-01
-6.822376698255538940e-02,-1.058953478932380676e-01,-1.569949984550476074e-01,-1.978323757648468018e-01
8.752272129058837891e-01,1.808408461511135101e-02,7.223442792892456055e-01,-4.315069690346717834e-02
-1.136199012398719788e-01,-1.602339446544647217e-01,-1.678346395492553711e-01,-1.355853527784347534e-01
-2.691785097122192383e-01,-2.412044852972030640e-01,-1.344111919403076172e+00,-4.082829356193542480e-01
-1.054562255740165710e-01,-1.642088443040847778e-01,-1.449633985757827759e-01,-1.280448138713836670e-01
-7.331276535987854004e-01,-6.899473667144775391e-01,-7.068264484405517578e-01,-7.311011552810668945e-01
3.073820769786834717e-01,3.118274211883544922e-01,3.040185570716857910e-01,2.792303562164306641e-01
2.492899596691131592e-01,3.009189963340759277e-01,2.529368996620178223e-01,2.578575313091278076e-01
1.164558768272399902e+00,1.197749018669128418e+00,1.220674633979797363e+00,1.160185456275939941e+00
1.024857282638549805e+00,1.128308653831481934e+00,9.889465570449829102e-01,-6.882318295538425446e-03
-5.367895364761352539e-01,-5.972937345504760742e-01,-5.327776670455932617e-01,-5.580788254737854004e-01
